model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,,msp_satmd_alllayer,published baseline,0.02884,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,,msp_satrmd_alllayer,published baseline,0.034966,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,,satmd_alllayer,published baseline,0.243588,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,,satrmd_alllayer,published baseline,0.166884,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,,huq_satmd_alllayer,published baseline,-0.035649,0.057146,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,,huq_satrmd_alllayer,published baseline,-0.076711,0.018522,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,,satmd_alllayer,published baseline,-0.038625,0.057622,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,,satrmd_alllayer,published baseline,-0.066697,0.009593,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,,huq_satmd_alllayer,published baseline,0.053753,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,,huq_satrmd_alllayer,published baseline,0.021932,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,,msp_satmd_alllayer,published baseline,0.265323,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,asqa,ID,,msp_satrmd_alllayer,published baseline,0.279395,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,asqa,ID,,satmd_alllayer,published baseline,0.053753,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,,satrmd_alllayer,published baseline,0.020604,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,,huq_satmd_alllayer,published baseline,0.061122,0.021099,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,,huq_satrmd_alllayer,published baseline,0.049811,0.041001,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,,satmd_alllayer,published baseline,0.043701,0.021632,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,LOO-long,,satrmd_alllayer,published baseline,-0.009344,0.044865,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,,huq_satmd_alllayer,published baseline,0.138302,0.016605,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,,huq_satrmd_alllayer,published baseline,0.106973,0.045961,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,,msp_satmd_alllayer,published baseline,0.195559,0.035322,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,,msp_satrmd_alllayer,published baseline,0.247127,0.033084,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,,satmd_alllayer,published baseline,0.074078,0.04052,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,SameTask-long,,satrmd_alllayer,published baseline,0.071503,0.061441,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,,huq_satmd_alllayer,published baseline,-0.023322,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,0.103065,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,,msp_satmd_alllayer,published baseline,0.019079,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,,msp_satrmd_alllayer,published baseline,0.265379,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,,satmd_alllayer,published baseline,0.026857,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,,satrmd_alllayer,published baseline,0.168508,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,,huq_satmd_alllayer,published baseline,0.137064,0.046814,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,,huq_satrmd_alllayer,published baseline,-0.115761,0.021312,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,,satmd_alllayer,published baseline,0.147055,0.04475,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,,satrmd_alllayer,published baseline,-0.11861,0.015093,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,,huq_satmd_alllayer,published baseline,0.264439,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,,huq_satrmd_alllayer,published baseline,0.22594,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,,msp_satmd_alllayer,published baseline,0.329596,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,,msp_satrmd_alllayer,published baseline,0.292112,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,,satmd_alllayer,published baseline,0.239696,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,,satrmd_alllayer,published baseline,0.16414,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,,huq_satmd_alllayer,published baseline,0.001146,0.041494,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,,huq_satrmd_alllayer,published baseline,-0.1737,0.013475,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,,satmd_alllayer,published baseline,-0.0135,0.048603,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,LOO-long,,satrmd_alllayer,published baseline,-0.182725,0.006542,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,,huq_satmd_alllayer,published baseline,-0.254363,0.006424,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,,huq_satrmd_alllayer,published baseline,-0.163453,0.001468,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,,satmd_alllayer,published baseline,-0.254363,0.006424,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,SameTask-long,,satrmd_alllayer,published baseline,-0.163069,0.007901,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,,huq_satmd_alllayer,published baseline,-0.155849,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,-0.031812,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,,msp_satmd_alllayer,published baseline,-0.308086,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,,msp_satrmd_alllayer,published baseline,-0.138345,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,,satmd_alllayer,published baseline,-0.334308,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,,satrmd_alllayer,published baseline,-0.052396,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,,huq_satmd_alllayer,published baseline,-0.195079,0.090874,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,,huq_satrmd_alllayer,published baseline,-0.290408,0.045411,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,,satmd_alllayer,published baseline,-0.236363,0.075972,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,,satrmd_alllayer,published baseline,-0.329327,0.10004,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,,huq_satmd_alllayer,published baseline,0.367095,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,,huq_satrmd_alllayer,published baseline,0.421429,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,,msp_satmd_alllayer,published baseline,0.454407,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,,msp_satrmd_alllayer,published baseline,0.419653,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,,satmd_alllayer,published baseline,0.40382,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,,satrmd_alllayer,published baseline,0.356544,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,,huq_satmd_alllayer,published baseline,-0.125515,0.016262,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,,huq_satrmd_alllayer,published baseline,-0.376481,0.04353,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,,satmd_alllayer,published baseline,-0.171285,0.02418,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,LOO-long,,satrmd_alllayer,published baseline,-0.422433,0.043953,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,,huq_satmd_alllayer,published baseline,0.348077,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,,huq_satrmd_alllayer,published baseline,-0.03838,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,,satmd_alllayer,published baseline,0.261879,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,SameTask-long,,satrmd_alllayer,published baseline,-0.084152,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,,huq_satmd_alllayer,published baseline,-0.033845,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,0.027824,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,,satmd_alllayer,published baseline,-0.25805,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,,satrmd_alllayer,published baseline,-0.075001,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,,huq_satmd_alllayer,published baseline,0.004014,0.026652,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,,huq_satrmd_alllayer,published baseline,-0.000726,0.068598,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,,satmd_alllayer,published baseline,-0.076007,0.039546,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,,satrmd_alllayer,published baseline,-0.000726,0.068598,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,,huq_satmd_alllayer,published baseline,0.540648,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,,huq_satrmd_alllayer,published baseline,0.044236,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,,satmd_alllayer,published baseline,0.514585,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,,satrmd_alllayer,published baseline,0.012084,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,,huq_satmd_alllayer,published baseline,-0.085813,0.048719,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,,huq_satrmd_alllayer,published baseline,-0.200244,0.057004,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,,satmd_alllayer,published baseline,-0.085813,0.048719,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,LOO-long,,satrmd_alllayer,published baseline,-0.200244,0.057004,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,,huq_satmd_alllayer,published baseline,0.252336,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,,huq_satrmd_alllayer,published baseline,-0.029169,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,,satmd_alllayer,published baseline,0.210604,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,,satrmd_alllayer,published baseline,-0.061042,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,,huq_satmd_alllayer,published baseline,-0.18307,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,0.054551,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,,msp_satmd_alllayer,published baseline,-0.054577,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,,msp_satrmd_alllayer,published baseline,0.04292,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,,satmd_alllayer,published baseline,-0.18307,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,,satrmd_alllayer,published baseline,0.054551,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,,huq_satmd_alllayer,published baseline,0.184004,0.018568,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,,huq_satrmd_alllayer,published baseline,0.046246,0.096238,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,,satmd_alllayer,published baseline,0.183839,0.018464,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,,satrmd_alllayer,published baseline,0.060503,0.108212,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,,huq_satmd_alllayer,published baseline,0.180141,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,,huq_satrmd_alllayer,published baseline,0.313139,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,,msp_satmd_alllayer,published baseline,0.238699,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,,msp_satrmd_alllayer,published baseline,0.312805,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,,satmd_alllayer,published baseline,0.180141,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,,satrmd_alllayer,published baseline,0.313139,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,,huq_satmd_alllayer,published baseline,0.15536,0.021451,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,,huq_satrmd_alllayer,published baseline,-0.115498,0.054814,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,,satmd_alllayer,published baseline,0.171584,0.013353,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,LOO-long,,satrmd_alllayer,published baseline,-0.104263,0.046737,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,,huq_satmd_alllayer,published baseline,-0.04514,0.033528,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,,huq_satrmd_alllayer,published baseline,-0.062899,0.015684,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,,msp_satmd_alllayer,published baseline,0.106817,0.026528,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,,msp_satrmd_alllayer,published baseline,0.176285,0.028254,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,,satmd_alllayer,published baseline,-0.0423,0.028226,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,SameTask-long,,satrmd_alllayer,published baseline,-0.044907,0.023246,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,,huq_satmd_alllayer,published baseline,0.117718,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,0.230401,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,,msp_satmd_alllayer,published baseline,0.090311,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,,msp_satrmd_alllayer,published baseline,0.135752,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,,satmd_alllayer,published baseline,0.117718,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,,satrmd_alllayer,published baseline,0.230401,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,,huq_satmd_alllayer,published baseline,-0.117609,0.02324,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,,huq_satrmd_alllayer,published baseline,-0.035502,0.127937,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,,satmd_alllayer,published baseline,-0.117937,0.023331,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,,satrmd_alllayer,published baseline,-0.08803,0.123466,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,,huq_satmd_alllayer,published baseline,0.474413,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,,huq_satrmd_alllayer,published baseline,0.551866,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,,msp_satmd_alllayer,published baseline,0.507866,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,,msp_satrmd_alllayer,published baseline,0.579467,0.0,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,,satmd_alllayer,published baseline,0.430078,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,,satrmd_alllayer,published baseline,0.527041,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,,huq_satmd_alllayer,published baseline,-0.003755,0.029441,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,,huq_satrmd_alllayer,published baseline,-0.054219,0.130533,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,,satmd_alllayer,published baseline,-0.010024,0.020646,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,LOO-long,,satrmd_alllayer,published baseline,-0.054219,0.130533,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,,huq_satmd_alllayer,published baseline,0.105539,0.063288,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,,huq_satrmd_alllayer,published baseline,0.170485,0.02791,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,,msp_satmd_alllayer,published baseline,0.208097,0.046517,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,,msp_satrmd_alllayer,published baseline,0.278632,0.024071,3,0,published baselines,15,NO
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,,satmd_alllayer,published baseline,0.105539,0.063288,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,SameTask-long,,satrmd_alllayer,published baseline,0.169257,0.027057,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,,huq_satmd_alllayer,published baseline,-0.143653,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,,huq_satrmd_alllayer,published baseline,-0.1179,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,,satmd_alllayer,published baseline,-0.092763,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,,satrmd_alllayer,published baseline,-0.083209,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,,huq_satmd_alllayer,published baseline,-0.198547,0.007013,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,,huq_satrmd_alllayer,published baseline,-0.062908,0.036893,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,,satmd_alllayer,published baseline,-0.198303,0.010523,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,,satrmd_alllayer,published baseline,-0.051508,0.039476,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,,huq_satmd_alllayer,published baseline,0.069453,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,,huq_satrmd_alllayer,published baseline,0.104702,0.0,3,0,published baselines,40,yes
